	Segment ID	Before_tokens	After_tokens	TER
0	1	왕실 뉴스 : 베아트리체 공주 가 적대 적 인 가족 들 에게 분노 로 어떻게 반응 했 는가	왕실 뉴스 : 베아트리체 공주 가 적대 적 인 가족 들 에게 분노 로 어떻게 반응 했 는가	0.0
1	2	요크 공작부인 은 17 일 장녀 베아트리체 공주 가 남자 친구 인 34 세 의 재산 재벌 에도아르도 마 펠리 모지 와 약혼 했 다고 발표 했 다 .	요크 공작부인 은 17 일 장녀 베아트리체 공주 가 남자 친구 인 34 세 의 재산 재벌 에도아르도 마 펠리 모지 와 약혼 했 다고 발표 했 다 .	0.0
2	3	왕위 계승 서열 9 위 인 공주 는 내년 에 마 펠리 모지 씨 와 결혼 한다 .	왕위 계승 서열 9 위 인 공주 는 내년 에 마 펠리 모지 씨 와 결혼 한다 .	0.0
3	4	"이 커플 은 성명 을 통해 "" 우리 둘 다 함께 이 인생 모험 에 착수 하 게 되 어 매우 흥분 된다 ."	"이 커플 은 성명 을 통해 "" 우리 둘 다 함께 이 인생 모험 에 착수 하 게 되 어 매우 흥분 된다 ."	0.0
4	5	""" 우리 는 많 은 비슷 한 관심사 와 가치 를 공유 하 고 있 으며 , 이것 이 앞 으로 몇 년 동안 사랑 과 행복 으로 가득 차 서 우리 를 큰 대신 할 것 이 라는 것 을 알 고 있 다 . """	""" 우리 는 많 은 비슷 한 관심사 와 가치 를 공유 하 고 있 으며 , 이것 이 앞 으로 몇 년 동안 사랑 과 행복 으로 가득 차 서 우리 를 큰 대신 할 것 이 라는 것 을 알 고 있 다 . """	0.0
5	6	베아트리체 공주 의 부모 인 앤드류 왕자 와 사라 퍼거슨 도 그 들 의 흥분 을 나누 었 다 .	베아트리체 공주 의 부모 인 앤드류 왕자 와 사라 퍼거슨 도 그 들 의 흥분 을 나누 었 다 .	0.0
6	7	"요크 공작부인 은 트위터 에 "" 어머니 가 어떤 기분 인지 알 고 기쁨 의 눈물 을 흘린다 ."	"요크 공작부인 은 트위터 에 "" 어머니 가 어떤 기분 인지 알 고 기쁨 의 눈물 을 흘린다 ."	0.0
7	8	나 는 이 선정 적 인 뉴스 가 너무 자랑 스럽 다 .	나 는 이 선정 적 인 뉴스 가 너무 자랑 스럽 다 .	0.0
8	9	""" 앤드류 와 나 는 법 에서 두 명 의 위대 한 아들 을 둔 가장 운 이 좋 은 사람 들 이 다 . """	""" 앤드류 와 나 는 법 에서 두 명 의 위대 한 아들 을 둔 가장 운 이 좋 은 사람 들 이 다 . """	0.0
9	10	왕실 결혼식 은 왕실 가족 전체 가 함께 할 수 있 는 또 다른 기회 가 될 것 이 며 , 바라건대 퍼기 와 에든버러 공작 의 관계 를 완전히 회복 시킬 것 이 다 .	왕실 결혼식 은 왕실 가족 전체 가 함께 할 수 있 는 또 다른 기회 가 될 것 이 며 , 바라건대 퍼기 와 에든버러 공작 의 관계 를 완전히 회복 시킬 것 이 다 .	0.0
10	11	사라 가 왕실 의 가장 큰 스캔들 중 하나 에 휘말린 이후 , 나머지 멤버 들 과 의 관계 는 매우 어려웠 다 .	사라 가 왕실 의 가장 큰 스캔들 중 하나 에 휘말린 이후 , 나머지 멤버 들 과 의 관계 는 매우 어려웠 다 .	0.0
11	12	1992 년 앤드류 왕자 와 별거 중 이 라고 발표 한 지 5 개월 만 에 세인트 트 로페즈 의 휴가 별장 에서 ' 재정 고문 ' 과 함께 찍 은 사진 을 훼손 했 다 .	1992 년 앤드류 왕자 와 별거 중 이 라고 발표 한 지 5 개월 만 에 세인트 트 로페즈 의 휴가 별장 에서 ' 재정 고문 ' 과 함께 찍 은 사진 을 훼손 했 다 .	0.0
12	13	이 스냅 사진 은 텍사스 의 백만장자 존 브라이언 이 공작부인 의 발가락 과 발 아치 에 키스 하 고 빨아들이 는 모습 을 보여 주 는 것 으로 보였으며 , 특히 필립 공 은 며느리 의 추잡 한 익살 스러움 에 가장 강한 반응 을 보였 다고 한다 .	이 스냅 사진 은 텍사스 의 백만장자 존 브라이언 이 공작부인 의 발가락 과 발 아치 를 키스 하 고 빨아들이 는 모습 을 보여 주 는 것 으로 보였으며 , 특히 필립 공 은 며느리 의 추잡 한 익살 스러움 에 가장 강한 반응 을 보였 다고 한다 .	0.02
13	14	"그러나 그 의 행동 은 요크 공작 부인 에게 "" 응징 "" 하 고 있 었 고 , 베아트리체 공주 는 언젠가 어머니 가 "" 달갑 지 않 은 느낌 을 주 기 위한 의도 적 인 행동 "" 의 희생자 라고 주장 했 다 ."	"그러나 그 의 행동 은 요크 공작 부인 에게 "" 응징 "" 하 고 있 었 고 , 베아트리체 공주 는 언젠가 어머니 가 "" 달갑 지 않 은 느낌 을 주 기 위한 의도 적 인 행동 "" 의 희생자 라고 주장 했 다 ."	0.0
14	15	바로 그 안 에서 : 케이트 와 윌리엄 은 비 공개 로 : 커플 의 충격 습관 이 드러났 다 .	바로 그 안 에서 : 케이트 와 윌리엄 은 비 공개 로 : 커플 의 충격 습관 이 드러났 다 .	0.0
15	16	"이 보고서 는 공작부인 의 대변인 이 이 주장 에 대해 언급 할 수 는 없 었 지만 퍼기 의 한 친구 는 "" 사라 의 딸 들 이 그 들 의 어머니 가 왕실 의 일부 구성원 들 로부터 대우 를 받 는 방식 에 꽤 진저리 가 난다는 것 은 비밀 이 아니 다 ."	"이 보고서 는 공작부인 의 대변인 이 이 주장 에 대해 언급 할 수 는 없 었 지만 , 퍼기 의 한 친구 는 "" 사라 의 딸 들 이 그 들 의 어머니 가 왕실 의 일부 구성원 들 로부터 대우 를 받 는 방식 에 꽤 진저리 가 난다는 것 은 비밀 이 아니 다 . "" 라고 말 한 것 으로 인용 되 었 다 ."	0.1739
16	17	""" 그녀 가 보낸 청구서 중 일부 는 꽤 비참 했 다 ."	""" 그녀 가 보낸 청구서 중 일부 는 꽤 비참 했 다 . """	0.0714
17	18	""" 그 들 은 끊임없이 아버지 가 그런 일 이 일어나 도록 허락 했 다고 비난 하 고 있 으며 , 특히 베아트리체 는 앤드류 왕자 에게 그 들 의 어머니 가 따돌림 을 당하 지 않 는 것 을 보여 달 라고 간청 해 왔 다 . """	""" 그 들 은 끊임없이 아버지 가 그런 일 이 일어나 도록 허락 했 다고 비난 하 고 있 으며 , 특히 베아트리체 는 앤드류 왕자 에게 그 들 의 어머니 가 따돌림 을 당하 지 않 는 것 을 보여 달 라고 간청 해 왔 다 . """	0.0
18	19	필립 과 사라 는 지난 10 월 유 제니 공주 의 잭 브룩스뱅크 와 의 결혼식 에서 26 년 만 에 처음 으로 함께 찍 은 사진 이 다 .	필립 과 사라 는 지난 10 월 유 제니 공주 의 잭 브룩스뱅크 와 의 결혼식 에서 26 년 만 에 처음 으로 함께 찍 은 사진 이 다 .	0.0
19	20	정부 협의 에서 검토 될 개 통제법	정부 협의 에서 검토 될 개 통제법	0.0
20	21	스코틀랜드 의 개 관리법 은 통제 불능 의 동물 과 무 책임 한 주인 에 대한 우려 속 에 검토 되 고 있 다 .	스코틀랜드 의 개 관리법 은 통제 불능 의 동물 과 무 책임 한 주인 에 대한 우려 속 에 검토 되 고 있 다 .	0.0
21	22	스코틀랜드 정부 가 대중 의 견해 를 모색 하 기 위한 협의 가 시작 되 었 다 .	스코틀랜드 정부 가 대중 의 견해 를 모색 하 기 위한 협의 가 시작 되 었 다 .	0.0
22	23	"스코틀랜드 의 지역 사회 안 전부 장관 은 통제 불능 개 에 대한 법 이 변경 되 어야 하 는지 여부 를 결정 하 기 위한 검토 와 함께 "" 무 책임 한 소유주 들 로부터 지역 사회 를 안 전하 게 유지 하 겠 다 "" 고 약속 했 다 ."	"스코틀랜드 의 지역 사회 안 전부 장관 은 통제 불능 개 에 대한 법 이 변경 되 어야 하 는지 여부 를 결정 하 기 위한 검토 와 함께 "" 무 책임 한 소유주 들 로부터 지역 사회 를 안 전하 게 유지 하 겠 다 "" 고 약속 했 다 ."	0.0
23	24	"애쉬 덴햄 MSP 는 "" 무 책임 한 주인 과 통제 불능 의 개 들 로부터 지역 사회 를 안 전하 게 지키 기 위해 절대 적 으로 결심 했 기 때문 에 우리 는 개 통제 법안 에 대한 두 가지 검토 를 하 고 있 다 "" 고 말 했 다 ."	"애쉬 덴햄 MSP 는 "" 무 책임 한 주인 과 통제 불능 의 개 들 로부터 지역 사회 를 안 전하 게 지키 기 위해 절대 적 으로 결심 했 기 때문 에 우리 는 개 통제 법안 에 대한 두 가지 검토 를 하 고 있 다 "" 고 말 했 다 ."	0.0
24	25	""" 이 협의 는 2010 년 개 관리법 이 스코틀랜드 전역 에서 어떻게 운영 될 수 있 는지 에 대한 개선 을 모색 하 고 있 으며 , 내년 에 는 변화 가 필요 한지 여부 를 평가 하 기 위해 모든 개 관리 법안 을 보다 폭넓 게 검토 할 것 이 다 ."	""" 이 협의 는 2010 년 개 관리법 이 스코틀랜드 전역 에서 어떻게 운영 될 수 있 는지 에 대한 개선 을 모색 하 고 있 으며 , 내년 에 는 변화 가 필요 한지 여부 를 평가 하 기 위해 모든 개 관리 법안 을 보다 폭넓 게 검토 할 것 이 다 ."	0.0
25	26	""" 개 한 마리 를 키우 는 것 은 개 를 효과 적 으로 통제 하 는 것 을 포함 한 특정 한 책임 을 수반 하 며 , 나 는 이 분야 에 관심 이 있 는 모든 사람 들 이 우리 의 협의 에 응하 도록 격려 한다 . """	""" 개 한 마리 를 키우 는 것 은 개 를 효과 적 으로 통제 하 는 것 을 포함 한 특정 한 책임 을 수반 하 며 , 나 는 이 분야 에 관심 이 있 는 모든 사람 들 이 우리 의 협의 에 응하 도록 격려 한다 . """	0.0
26	27	협의 는 1 월 15 일 까지 진행 되 며 , 국가 개 관리 데이터베이스 를 만들 어야 하 는지 에 대한 의문 을 제기 하 는 등 현재 의 입법 을 강화 하 고 명확히 하 기 위한 제안 이 포함 되 어 있 다 .	협의 는 1 월 15 일 까지 진행 되 며 , 국가 개 관리 데이터베이스 를 만들 어야 하 는지 에 대한 의문 을 제기 하 는 등 현재 의 입법 을 강화 하 고 명확히 하 기 위한 제안 이 포함 되 어 있 다 .	0.0
27	28	스코틀랜드 의회 의 입법 후 스크루 티 위원회 는 개 들 에게 공격 받 거나 살해 된 아이 들 의 희생자 들 과 부모 들 로부터 증거 를 듣 고 있 어 정부 가 개 통제법 을 검토 하 도록 만들 었 다 .	스코틀랜드 의회 의 입법 후 스크루 티 위원회 는 개 들 에게 공격 받 거나 살해 된 아이 들 의 희생자 들 과 부모 들 로부터 증거 를 듣 고 있 어 정부 가 개 통제법 을 검토 하 도록 만들 었 다 .	0.0
28	29	MSP 들 은 그 법안 이 취약 한 사람 들 과 아이 들 을 보호 하 기 위해 긴급 한 개혁 이 필요 하 다는 말 을 들 었 다 .	MSP 들 은 그 법안 이 취약 한 사람 들 과 아이 들 을 보호 하 기 위해 긴급 한 개혁 이 필요 하 다는 말 을 들 었 다 .	0.0
29	30	위원회 는 그 레이터 글래스고 와 클라이드 에서 만 작년 에 개 와 관련 된 부상 을 입 은 A & E 부서 에 1 , 417 명 의 사람 들 이 도착 했으며 그 중 255 명 이 어린이 라고 들 었 습니다 .	위원회 는 그 레이터 글래스고 와 클라이드 에서 만 작년 에 개 와 관련 된 부상 을 입 은 A & E 부서 에 1 , 417 명 의 사람 들 이 도착 했으며 그 중 255 명 이 어린이 라고 들 었 습니다 .	0.0
30	31	NHS 라나 크 셔 는 912 명 과 NHS 아이 어셔 439 명 을 치료 했 는데 , 둘 다 4 년 만 에 최고 치였 다 .	NHS 라나 크 셔 는 912 명 과 NHS 아이 어셔 439 명 을 치료 했 는데 , 둘 다 4 년 만 에 최고 치였 다 .	0.0
31	32	7 월 에 위원회 의 MSP 는 현재 의 개 통제 법안 이 목적 에 맞 지 않 는다고 결론짓 고 스코틀랜드 정부 에 모든 개 통제법 에 대한 종합 적 인 검토 를 실시 할 것 을 요구 했 다 .	7 월 에 위원회 의 MSP 는 현재 의 개 통제 법안 이 목적 에 맞 지 않 는다고 결론짓 고 스코틀랜드 정부 에 모든 개 통제법 에 대한 종합 적 인 검토 를 실시 할 것 을 요구 했 다 .	0.0
32	33	"Convener Jenny Marra 는 "" 스코틀랜드 의 개 법 은 목적 에 맞 지 않 습니다 ."	"Convener Jenny Marra 는 "" 스코틀랜드 의 개 법 은 목적 에 맞 지 않 습니다 ."	0.0
33	34	여전히 어린이 들 에 대한 개 공격 이 너무 많 고 이러 한 공격 을 막 을 수 있 는 현재 의 법 에 대한 시행 이나 이해 는 거의 없 다 .	"아직 어린이 들 에 대한 개 공격 이 너무 많 고 이러 한 공격 을 막 을 수 있 는 현행 법 에 대한 집행 이나 이해 는 거의 없 다 . """	0.1515
34	35	""" 현재 의 개 관리법 이 통하 지 않 는 것 이 분명 해졌 다 ."	""" 현재 의 개 관리법 이 통하 지 않 는 것 이 분명 해졌 다 ."	0.0
35	36	통제 불능 과 위험 한 개 들 이 제대로 대처 할 수 있 도록 긴급히 개혁 이 필요 하 고 , 우리 아이 들 이 개 에게 다치 는 것 을 막 는 시스템 으로 옮겨갈 수 있 도록 노력 할 수 있 다고 말 했 다 .	통제 불능 과 위험 한 개 들 이 제대로 대처 할 수 있 도록 긴급히 개혁 이 필요 하 고 , 우리 아이 들 이 개 에게 다치 는 것 을 막 는 시스템 으로 옮겨갈 수 있 도록 노력 할 수 있 다고 말 했 다 .	0.0
36	37	"금요일 정부 웹 사이트 에서 시작 된 이 협의 는 "" 스코틀랜드 전역 의 효과 적 이 고 일관 된 시행 은 통제 불능 의 개 와 관련 된 문제 들 을 해결 하 는 데 근본 적 인 것 이 다 ."	"금요일 정부 웹 사이트 에서 시작 된 이 협의 는 "" 스코틀랜드 전역 의 효과 적 이 고 일관 된 시행 은 통제 불능 개 와 관련 된 문제 를 해결 하 는 데 기본 "" 이라고 말 합니다 ."	0.225
37	38	""" 이번 검토 는 지역 사회 를 안 전하 게 지키 기 위해 권한 을 행사 하 기 때문 에 지방 당국 과 같 은 집행 기관 을 돕 기 위해 취할 수 있 는 조치 에 초점 을 맞추 고 있 다 . """	""" 이번 검토 는 지역 사회 를 안 전하 게 지키 기 위해 권한 을 행사 하 기 때문 에 지방 당국 과 같 은 집행 기관 을 돕 기 위해 취할 수 있 는 조치 에 초점 을 맞추 고 있 다 . """	0.0
38	39	HSBC , 범죄 현장 조사 도구 뒤집기	HSBC , 범죄 현장 조사 도구 뒤집기	0.0
39	40	영국 은행 HSBC ( HSBA ) . L ) 은 돈세탁 스캔들 로 인해 구축 해야 했 던 금융 범죄 탐지 알고리즘 을 새로운 사업 기회 를 엿볼 수 있 는 알고리즘 으로 전환 했 다고 은행 간부 들 은 말 했 다 .	영국 은행 HSBC ( HSBA ) . L ) 은 돈세탁 스캔들 로 인해 구축 해야 했 던 금융 범죄 탐지 알고리즘 을 새로운 사업 기회 를 엿볼 수 있 는 알고리즘 으로 전환 했 다고 은행 간부 들 은 말 했 다 .	0.0
40	41	이 시스템 은 고객 의 은행 활동 에 대한 데이터 와 회사 소유 및 이 사직 에 대한 공개 데이터 를 결합 하 여 바람직 한 잠재 고객 을 HSBC 직원 에게 플래그 하 고 기존 관계 를 통해 고객 과 연결 할 수 있 는 방법 을 제공 한다 .	이 시스템 은 고객 의 은행 활동 에 대한 데이터 와 회사 소유 및 이 사직 에 대한 공개 데이터 를 결합 하 여 바람직 한 잠재 고객 을 HSBC 직원 에게 플래그 하 고 기존 관계 를 통해 고객 과 연결 할 수 있 는 방법 을 제공 합니다 .	0.0196
41	42	데이터 와 인공지능 을 사용 하 여 수익 을 높이 려는 것 은 HSBC 가 대 규모 물리 적 네트워크 와 클라이언트 데이터 에서 더 많 은 것 을 짜내 려는 광범위 한 노력 의 일환 이 며 , 이 는 임시 최고 경영자 인 노엘 퀸 의 핵심 우선 순위 다 .	데이터 와 인공지능 을 사용 하 여 수익 을 높이 려는 것 은 HSBC 가 대 규모 물리 적 네트워크 와 클라이언트 데이터 에서 더 많 은 것 을 짜내 려는 광범위 한 노력 의 일환 이 며 , 이 는 임시 최고 경영자 인 노엘 퀸 의 핵심 우선 순위 다 .	0.0
42	43	"스튜어트 니비 슨 HSBC 글로벌 고객 네트워크 뱅킹 대표 는 "" 금융 범죄 예방 에 대한 투자 의 첫 상업 적 용도 중 하나 이 며 , 우리 가 이런 식 으로 얻 고 있 는 사업 은 본질 적 으로 위험 도 가 낮 고 이기 기 더 빠르 다 "" 고 말 했 다 ."	"스튜어트 니비 슨 HSBC 글로벌 고객 네트워크 뱅킹 대표 는 "" 금융 범죄 예방 에 대한 투자 의 첫 상업 적 용도 중 하나 이 며 , 우리 가 이런 식 으로 얻 고 있 는 사업 은 본질 적 으로 위험 도 가 낮 고 이기 기 더 빠르 다 "" 고 말 했 다 ."	0.0
43	44	"HSBC 는 새 제도 로 얼마나 벌 것 으로 기대 되 는지 에 대해서 는 언급 을 회피 했 지만 , 광범위 한 "" 네트워크 소득 "" 이니셔티브 가 이미 수억 달러 의 추가 수익 을 창출 했 다고 말 했 다 ."	"HSBC 는 새 제도 로 얼마나 벌 것 으로 기대 되 는지 에 대해서 는 언급 을 회피 했 지만 , 광범위 한 "" 네트워크 소득 "" 이니셔티브 가 이미 수억 달러 의 추가 수익 을 창출 했 다고 말 했 다 ."	0.0
44	45	이 드라이브 는 일부 분석가 들 과 투자자 들 이 자본 비용 보다 낮 은 수익 을 내 는 미국 처럼 시장 을 축소 하 거나 퇴장 시켜야 한다고 말 하 는 상황 에서 은행 이 세계 적 인 존재 를 방어 하 기 위한 노력 의 중요 한 부분 이 다 .	이 드라이브 는 일부 분석가 들 과 투자자 들 이 자본 비용 보다 낮 은 수익 을 내 는 미국 처럼 시장 을 축소 하 거나 퇴장 시켜야 한다고 말 하 는 상황 에서 은행 이 세계 적 인 존재 를 방어 하 기 위한 노력 의 중요 한 부분 이 다 .	0.0
45	46	HSBC 는 2012 년 멕시코 단위 를 통해 마약 카르텔 에 의한 돈세탁 을 막 지 못한 것 에 대해 미국 당국 과 19 억 달러 의 합의금 의 일환 으로 금융 범죄 준수 에 수억 달러 를 투자 할 수 밖에 없 었 다 .	HSBC 는 2012 년 멕시코 부대 를 통해 마약 카르텔 에 의한 돈세탁 을 막 지 못한 것 에 대해 미국 당국 과 19 억 달러 의 합의금 의 일환 으로 수억 달러 를 금융 범죄 준수 에 투자 할 수 밖에 없 었 다 .	0.0435
46	47	"이 시스템 은 개별 고객 "" 과 회사 들 이 서로 연결 한 다음 , 특이 한 거래 패턴 을 찾 거나 이전 에 알려 지 지 않 았 던 엔 티티 들 사이 의 연결 을 찾아내 는 것 으로 작동 한다 ."	이 시스템 은 개별 고객 과 회사 가 서로 연결 되 도록 매핑 한 다음 비 정상 적 인 거래 패턴 을 찾 거나 이전 에 알려 지 지 않 은 엔 티티 간 의 연결 을 발굴 하 여 작동 합니다 .	0.4419
47	48	""" 이 시스템 은 이미 400 명 이상 의 직원 을 수동 으로 거래 와 기록 을 확인 하 는 것 에서 고객 을 돕 는 데 시간 을 보낼 수 있 는 고객 대면 역할 로 자유 롭 게 해 주 었 다 "" 고 HSBC 무역 사업 의 최고 운영 책임자 인 Adrian Rigby 는 말 했 다 ."	""" 이 시스템 은 이미 400 명 이상 의 직원 을 수동 으로 거래 와 기록 을 확인 하 는 것 에서 고객 을 돕 는 데 시간 을 보낼 수 있 는 고객 대면 역할 로 자유 롭 게 해 주 었 다 "" 고 HSBC 무역 사업 의 최고 운영 책임자 인 Adrian Rigby 는 말 했 다 ."	0.0
48	49	"HSBC 의 니 비슨 은 전구 순간 이 이 도구 가 잘못 된 행위 의 "" 붉 은 깃발 "" 이 아니 라 매력 적 인 잠재 적 고객 들 의 "" 녹색 깃발 "" 을 찾 기 위해 용도 변경 될 수 있 다는 것 을 깨닫 고 있 다고 말 했 다 ."	"HSBC 의 니 비슨 은 전구 순간 이 이 도구 가 잘못 된 행위 의 "" 붉 은 깃발 "" 이 아니 라 매력 적 인 잠재 적 고객 들 의 "" 녹색 깃발 "" 을 찾 기 위해 용도 변경 될 수 있 다는 것 을 깨닫 고 있 다고 말 했 다 ."	0.0
49	50	"니 비슨 은 "" 고객 데이터 세트 를 취해서 ( 영국 의 ) 컴퍼니 하우스 데이터 와 결합 해 고객 의 매력 을 찾 기 위해 알고리즘 을 돌려서 업종 , 기업 의 성장 , 기존 고객 과 의 연결 을 통해 고객 의 매력 을 찾 았 다 "" 고 말 했 다 ."	"니 비슨 은 "" 고객 데이터 세트 를 취해서 ( 영국 의 ) 컴퍼니 하우스 데이터 와 결합 해 고객 의 매력 을 찾 기 위해 알고리즘 을 돌려서 업종 , 기업 의 성장 , 기존 고객 과 의 연결 을 통해 고객 의 매력 을 찾 았 다 "" 고 말 했 다 ."	0.0
50	51	이 도구 는 영국 내 2 , 250 만 개 의 기업 과 사람 들 을 지도 화 했으며 , 3 분 안 에 직원 한 명 이 수동 으로 지도 를 작성 하 는 데 3 시간 이 걸렸 을 연결망 을 확인 할 수 있 다고 그 는 말 했 다 .	이 도구 는 영국 내 2 , 250 만 개 의 기업 과 사람 들 을 지도 화 했으며 , 3 분 안 에 직원 한 명 이 수동 으로 지도 를 작성 하 는 데 3 시간 이 걸렸 을 연결망 을 확인 할 수 있 다고 그 는 말 했 다 .	0.0
51	52	클로이 카다시안 의 바람 피운 전 트리스탄 톰슨 은 그녀 의 인 스타 그램 사진 에 그녀 가 돌아오 기 를 원한다는 소문 이 난 후 필사 적 인 논평 을 남긴다 .	클로이 카다시안 의 바람 피운 전 트리스탄 톰슨 은 그녀 의 인 스타 그램 사진 에 그녀 가 돌아오 기 를 원한다는 소문 이 난 후 필사 적 인 논평 을 남긴다 .	0.0
52	53	KHLOE Kardashian 의 바람 피운 전 트리스탄 톰슨 은 그녀 가 돌아오 기 를 원한다는 소문 에 이 어 그녀 의 인 스타 그램 에 또 다른 필사 적 인 발언 을 남겼 다 .	KHLOE Kardashian 의 바람 피운 전 트리스탄 톰슨 은 그녀 가 돌아오 기 를 원한다는 소문 에 이 어 그녀 의 인 스타 그램 에 또 다른 필사 적 인 발언 을 남겼 다 .	0.0
53	54	35 세 의 이 스타 는 올해 초 , 그녀 가 그 들 의 딸 트루 를 임신 한 지 9 개월 때 바람 을 피운 가족 친구 조딘 우즈 와 바람 을 피운 혐의 로 기소 된 후 NBA 선수 를 영원히 차 버렸 다 .	35 세 의 이 스타 는 올해 초 , 그녀 가 그 들 의 딸 트루 를 임신 한 지 9 개월 때 바람 을 피운 가족 친구 조딘 우즈 와 바람 을 피운 혐의 로 기소 된 후 NBA 선수 를 영원히 차 버렸 다 .	0.0
54	55	트리스탄 은 클로이 의 인 스타 그램 에 또 다른 칭찬 을 남기 는 모습 이 포착 됐 다 .	트리스탄 은 클로이 의 인 스타 그램 에 또 다른 칭찬 을 남기 는 모습 이 포착 됐 다 .	0.0
55	56	하지만 28 세 의 트리스탄 은 전처 의 최근 셀카 에 대해 움츠러들 만 한 칭찬 을 남기 며 싸움 없이 포기 하 기 를 거부 하 고 있 다 .	그러나 28 세 의 트리스탄 은 전처 의 최근 셀카 에 대해 움츠러들 만 한 칭찬 을 남기 며 싸움 없이 포기 하 기 를 거부 하 고 있 다 .	0.0323
56	57	"흐릿 한 스냅 속 에서 클로이 는 떠오르 는 태양 앞 에 서 있 는데 , 한 아이 의 엄마 가 사진 을 자막 으로 장식 하 고 있 다 : "" 꿈 을 꾸 는 모든 꿈 을 탐구 할 용기 가 있 기 를 . """	"흐릿 한 스냅 속 에서 클로이 는 떠오르 는 태양 앞 에 서 있 는데 , 한 아이 의 엄마 가 사진 을 자막 으로 장식 하 고 있 다 : "" 꿈 을 꾸 는 모든 꿈 을 탐구 할 용기 가 있 기 를 . """	0.0
57	58	"공개 적 으로 논평 하 면서 트리스탄 은 다음 과 같이 썼 다 . "" 태양 은 아름다운 [ 다이아몬드 이 모지 ] 에 밝 게 빛나 고 있 다 . """	"공개 적 으로 논평 하 면서 트리스탄 은 다음 과 같이 썼 다 . "" 태양 은 아름다운 [ 다이아몬드 이 모지 ] 에 밝 게 빛나 고 있 다 . """	0.0
58	59	"팬 들 은 이 말 에 격분 했 고 , 한 대답 은 "" 그래 , 네 가 드롭 시킨 다이아몬드 야 . """	"팬 들 은 이 말 에 격분 했 고 , 한 대답 은 "" 그래 , 네 가 드롭 시킨 다이아몬드 야 . """	0.0
59	60	트리스탄 은 임신 9 개월 때 클로이 를 속였 다 .	트리스탄 은 임신 9 개월 때 클로이 를 속였 다 .	0.0
60	61	"또 다른 조언 : "" 인 스타 그램 에서 내려 . """	"또 다른 조언 : "" 인 스타 그램 에서 내려 . """	0.0
61	62	"세 번 째 글 은 "" 클로이 에게 속지 마라 . """	"세 번 째 글 은 "" 클로이 에게 속지 마라 . """	0.0
62	63	"트리스탄 이 쓴 지 불과 며칠 만 에 나온 것 이 다 : 리얼리티 스타 들 중 한 명 아래 에 있 는 하트 아이 이모티콘 과 함께 "" 완벽 함 "" 은 그녀 가 추측 장 스 를 위해 모델링 하 는 것 을 본 것 이 다 ."	"트리스탄 이 쓴 지 불과 며칠 만 에 나온 것 이 다 : 리얼리티 스타 들 중 한 명 아래 에 있 는 하트 아이 이모티콘 과 함께 "" 완벽 함 "" 은 그녀 가 추측 장 스 를 위해 모델링 하 는 것 을 본 것 이 다 ."	0.0
63	64	이달 초 더 선 은 트리스탄 이 드레이크 의 조언 에 따라 클로이 를 되찾 기 위해 40 만 파운드 의 포르쉐 를 샀 다고 밝혔 다 .	이달 초 더 선 은 트리스탄 이 드레이크 의 조언 에 따라 클로이 를 되찾 기 위해 40 만 파운드 의 포르쉐 를 샀 다고 밝혔 다 .	0.0
64	65	그 는 올해 초 카다시안 가족 친구 조딘 우즈 와 다시 부정행위 를 한 혐의 로 기소 되 었 다 .	그 후 그 는 올해 초 카다시안 가족 친구 조딘 우즈 와 다시 부정행위 를 한 혐의 로 기소 되 었 다 .	0.087
