	Google Before	Google After	TER
351	MPS와 Downing Street 사이의 긴장감이 심화됨에 따라 Nicola Strulgeon은 일반 선거가 될 때까지 선임 장관으로서의 노동 지도자의 뒤에서 노동자 뒤에있을 수 있습니다.	MPS와 Downing Street 사이의 긴장감이 심화됨에 따라 Nicola Strulgeon은 일반 선거가 될 때까지 선임 장관으로서의 노동 지도자의 뒤에서 노동자 뒤에있을 수 있습니다.	0.0
352	Corbyn은 8 월에 임시 행정 행정을 이끌어 내기 위해 반란군의 역방향 MPS를 반역자로 옮겼지 만, 특히 자유주의 민주당의 지도자 조윈슨 (Jo Swinson)에서 저항으로 만났습니다.	Corbyn은 8 월에 임시 행정 행정을 이끌어 내기 위해 반란군의 역방향 MPS를 반역자로 옮겼지 만, 특히 자유주의 민주당의 지도자 조윈슨 (Jo Swinson)에서 저항으로 만났습니다.	0.0
353	제안서에서, 야당 당사자들은 자신감이 없다면 Boris Johnson을 시도하고 10 월 31 일에 EU에서 충돌하는 것을 방지하기위한 연장을 모색하는 단일 정부를 형성 할 것입니다.	제안서에서, 야당 당사자들은 자신감이 없다면 Boris Johnson을 시도하고 10 월 31 일에 EU에서 충돌하는 것을 방지하기위한 연장을 모색하는 단일 정부를 형성 할 것입니다.	0.0
354	이 계획은 당시 적용 교당 지원을 얻지 못했지만 SNP의 수석 수치는 10 월 19 일 이전에 거래가 없으면 Johnson이 법률을 지연시키는 법을 지연시킬 법을 강요 할 수 있다고 우려하고 있습니다.	이 계획은 당시 적용 교당 지원을 얻지 못했지만 SNP의 수석 수치는 10 월 19 일 이전에 거래가 없으면 Johnson이 법률을 지연시키는 법을 지연시킬 법을 강요 할 수 있다고 우려하고 있습니다.	0.0
355	"SNP 지도자 인 Nicola 철갑 상크리는 씨의 Johnson이 담당자 인 Johnson이 ""끔찍한 생각""이 될 것이라고 떠날 수있는 것처럼 연장을 확보하기 위해 자리 해달라고 제안했습니다."	"SNP 지도자 인 Nicola 철갑 상크리는 씨의 Johnson이 담당자 인 Johnson이 ""끔찍한 생각""이 될 것이라고 떠날 수있는 것처럼 연장을 확보하기 위해 자리 해달라고 제안했습니다."	0.0
356	"Tweet에 응답 노동 지도자 또는 임시 총리를 설치하는 것을 암시하는 것은 이렇게 말했습니다. ""이에 동의하십시오."	"Tweet에 응답 노동 지도자 또는 다른 임시 총리를 설치하는 것을 암시하는 그녀는 ""이에 동의합니다."""	0.3571
357	"""확장을 확보 할 목적을 위해 누군가 주위에 자신감이 없으며, 즉각적인 선거를 즉각적으로 투표하십시오."	"""확장을 확보하고자하는 단독 목적을 위해 누군가 주위에 자신감이 없으며, 즉각적인 선거를 즉각적으로 선출하십시오."""	0.2308
358	"""아무 것도 위험이 없지만 존슨이 게시물에 없거나 거래를 통해 강제로 떠나거나 나쁜 거래가 나에게 끔찍한 생각처럼 보입니다."""	"""아무 것도 위험이 없지만 존슨이 게시물에 없거나 거래를 통해 강제로 떠나거나 나쁜 거래가 나에게 끔찍한 생각처럼 보입니다."""	0.0
359	베테랑 MPS Harriet Hariet Harman과 Ken Clarke는 둘 다 화합성 정부를 이끌 수있는 잠재적 인 수치로 명명되었지만 고위 SNP 소스는 노동자가되어야 만합니다.	베테랑 MPS Harriet Hariet Harman과 Ken Clarke는 둘 다 화합성 정부를 이끌 수있는 잠재적 인 수치로 명명되었지만 고위 SNP 소스는 노동자가되어야 만합니다.	0.0
360	"ITV의 Robert Peston에게 말했다. ""라고 우리는 BREXIT에 지연을 요청할 수 있으므로 새로운 총리를 설치해야한다는 것은 점점 더 분명해서 분명합니다."	"ITV의 Robert Peston에게 말했다. ""라고 우리는 BREXIT에 지연을 요청할 수 있으므로 새로운 총리를 설치해야한다는 것은 점점 더 분명해서 분명합니다."	0.0
361	"""타협안 후보자를 찾으려고 노력하는 것은 특히 우리가 가지고있는 시점에도 너무 복잡합니다."	"""타협안 후보자를 찾으려고 노력하는 것은 특히 우리가 가지고있는 시점에도 너무 복잡합니다."	0.0
362	"사람들이 그것을 좋아하든, 임시 총리는 Corbyn이어야합니다. """	"사람들이 그것을 좋아하든, 임시 총리는 Corbyn이어야합니다. """	0.0
363	"SNP 대변인은 당사국이 없음을 멈추고 ""가능한 한 빨리이 위험하고 민감한 총리""를 제거하기 위해 노력하고 있다고 말했다."	"SNP 대변인은 당사국이 없음을 멈추고 ""가능한 한 빨리이 위험하고 민감한 총리""를 제거하기 위해 노력하고 있다고 말했다."	0.0
364	"대변인은 다음과 같이 말했습니다. ""이제 가능합니다 - 정치적 의지가있을 경우 - 당사자들은 Boris Johnson의 손에 남아 있지 않고 그의 기름을 확보 할 수있는 편지가 남아 있지 않도록하고 있습니다. Benn Act 주위를두고 있지만, 대신 임시 관리인 총리가 대신에 보낼 수있는 선거가 즉시 개최 된 선거와 함께 서신을 보내는 것만뿐입니다."	대변인은 다음과 같이 말했습니다. Benn Act 주위를 얻는 방법은 일시적인 CareTaker 총리가 보낼 수있는 한편으로는 서신을 보내는 것이 필요합니다.	2.0
365	"""우리는 No-Deal Brexit를 중단하고 Boris Johnson을 없애는 목적을 달성하기 위해 모든 옵션에 열려 있습니다."""	"""우리는 No-Deal Brexit를 중단하고 Boris Johnson을 없애는 목적을 달성하기 위해 모든 옵션에 열려 있습니다."""	0.0
366	SNP 지원을 받아 Corbyn 씨에게 칼날 투표로 내려갈 것입니다.	SNP 지원을 받아 Corbyn 씨에게 칼날 투표로 내려갈 것입니다.	0.0
367	10 개의 민주주의 주의자뿐만 아니라 288 개의 토리 MPS가 있으므로, 반대는 34 개의 독립적 인 MPS 중 일부가 보드에 올 것이라고 필요합니다.	10 개의 민주주의 주의자뿐만 아니라 288 개의 토리 MPS가 있으므로, 반대는 34 개의 독립적 인 MPS 중 일부가 보드에 올 것이라고 필요합니다.	0.0
368	"노동은 그 계획이 ""거래를 멈추지 않는 가장 단순하고 가장 민주적 인 방법""이라고 주장했다."	"노동은 그 계획이 ""거래를 멈추지 않는 가장 단순하고 가장 민주적 인 방법""이라고 주장했다."	0.0
369	그러나 자유주의 민주당은 자신의 당사자들로부터 exory mps와 탈북자의 백업이 필요할 때 Corbyn이 집안에서 필요한지지를 얻을 수 없다고 믿습니다.	그러나 자유주의 민주당은 자신의 당사자들로부터 exory mps와 탈북자의 백업이 필요할 때 Corbyn이 집안에서 필요한지지를 얻을 수 없다고 믿습니다.	0.0
370	"앵거스를위한 kirstene 머리카락, 토리 MP는 ""이 보고서는 많은 사람들이 오랫동안 의심되는 것을 확인합니다 - SNP MP는 No10에서 Jeremy Corbyn을 행복하게합니다."	"앵거스를위한 kirstene 머리카락, 토리 MP는 ""이 보고서는 많은 사람들이 오랫동안 의심되는 것을 확인합니다 - SNP MP는 No10에서 Jeremy Corbyn을 행복하게 해줍니다."""	0.0952
371	"""Corbyn의 약한 자세가 Indyref2에 대한 약세가 민족 주의자에게 결정적인 요소임을 의심의 여지가 없습니다."	"""Corbyn의 약한 입장에 대한 Corbyn이 민족 주의자에게 결정적인 요소임을 의심의 여지가 없습니다."""	0.3333
372	"""그는 이미 총리가 될 경우 2014 국민 투표의 재 운영을 위해 문을 열었습니다."	"""그는 총리가된다면 2014 년 국민 투표의 재 운영을 위해 이미 문을 열었습니다."""	0.5
373	"""보수적 인 정부만이 세대 이벤트에서 한 번이 될 것이라는 것에""아니오 ""를 투표 한 사람들을 위해 일어날 것입니다."""	"""보수적 인 정부만이 세대 이벤트에서 한 번이 될 것이라는 것에""아니오 ""를 투표 한 사람들을 위해 일어날 것입니다."""	0.0
374	"헝가리 오후 Orban은 EU 이그제큐티브에 대한 후보자를 방어한다. ""주머니에 솔루션이있다"""	"헝가리 오후 Orban은 EU 이그제큐티브에 대한 후보자를 방어한다. ""주머니에 솔루션이있다"""	0.0
375	"Viktor Orban 총리는 헝가리의 후보자가 거부당한 후에 ""주머니에""솔루션이 있습니다."	"Viktor Orban 총리는 헝가리의 후보자가 거부당한 후에 ""주머니에""솔루션이 있습니다."	0.0
376	EU 수송원 - 루마니아 사회당 정치가 로바나 프로모션 및 EU 확대에 대한 제안 된 위원, Laszlo Trocsanyi의 전 헝가리 법무부 장관은 재무 제표의 불일치로 인해 발생할 수 없기 때문에 확인 청문회가 앞서 나가지 않을 것이라고 말했습니다.	EU 수송원 - 지정, 루마니아 사회주의 정치가 Rovana Plumb 및 EU 확대를위한 제안 된 위원, László Trócsányi의 전 헝가리 법무부 장관은 재무 제표의 불일치로 인해 불일치로 인해 발생할 수 없었습니다.	0.6
377	"""나는 [Trocsanyi]가 유럽위원회의 일원이되는 가장 적합한 후보자 인""이라고 orban이 말했다."	"""나는 [Trócsányi]가 유럽 집행위원회의 회원이되는 가장 적합한 후보자라고 확신합니다.""orban은 말했습니다."	0.8
378	그의 죄는 정부와 나의 이주에서 헝가리를 보호하기 위해서는 정부와 나에게 도움을주었습니다.	그의 죄는 정부와 나의 이주에서 헝가리를 보호하기 위해서는 정부와 나에게 도움을주었습니다.	0.0
379	이 움직임은 Trocsanyi를 제안한 Orban에 대한 당황스럽고, 이주 정책 및 기타 문제에 대한 브뤼셀과의 브뤼셀과 끊임없이 충돌 한 것으로 나타났습니다.	이 움직임은 Trócsányi를 제안한 Orban에 대한 당혹스럽고, 이주 정책 및 기타 문제에 대한 브뤼셀과의 끊임없는 충돌을 해왔습니다.	0.4706
380	검사관의 모든 지역에서 클리블랜드 경찰이 '실패'	검사관의 모든 지역에서 클리블랜드 경찰이 '실패'	0.0
381	"Scandal-Hit Cleveland Police는 검사원이 모든 분야에서 브랜드 ""실패""를위한 첫 번째 힘이되었습니다."	"Scandal-Hit Cleveland Police는 검사원이 모든 분야에서 브랜드 ""실패""를위한 첫 번째 힘이되었습니다."	0.0
382	전반적으로 폐하의 좌우명 및 화재 및 구조 서비스 (HMICFR)의 폐하의 검사관이 부적절하고 3 가지 주요 지역에서는 범죄를 줄이고 사람들을 안전하게 지키고, 효율적으로 운영하고, 공개하는 방식과 공개 방식을 조사했습니다. 그것의 인력.	전반적으로 폐하의 좌우명 및 화재 및 구조 서비스 (HMICFR)의 폐하의 검사관이 부적절하고 3 가지 주요 지역에서는 범죄를 줄이고 사람들을 안전하게 지키고, 효율적으로 운영하고, 공개하는 방식과 공개 방식을 조사했습니다. 그것의 인력.	0.0
383	"이 결과는 강제가 효과적으로 주요 조치와 경찰과 범죄 위원이 국가위원회 이전에 불리우며 ""중요한 개선""을 보장하기위한 계획에 대해 의문을 제기하는 특별한 조치로 효과적으로 뛰어납니다."	"이 결과는 강제가 효과적으로 주요 조치와 경찰과 범죄 위원이 국가위원회 이전에 불리우며 ""중요한 개선""을 보장하기위한 계획에 대해 의문을 제기하는 특별한 조치로 효과적으로 뛰어납니다."	0.0
384	그런 다음 진행 상황이없는 경우 문제를 해결할 수 있습니다.	그런 다음 진행 상황이없는 경우 문제를 해결할 수 있습니다.	0.0
385	스캔들의 끈은 잉글랜드 북동쪽에있는 Hartlepool, Redcar, Cleveland, Stockton 및 Middlesbrough를 덮고있는 힘을 능가했습니다.	스캔들의 끈은 잉글랜드 북동쪽에있는 Hartlepool, Redcar, Cleveland, Stockton 및 Middlesbrough를 덮고있는 힘을 능가했습니다.	0.0
386	그것은 거의 몇 년 동안 6 개의 수석전재를 보았습니다.	그것은 거의 몇 년 동안 6 개의 수석전재를 보았습니다.	0.0
387	전 지속적 인 숀 가격은 2012 년에 총기율을 위해 자루되었다. 7 명의 임원이 언론인들이 불법적으로 모니터링되었고 계급 내에서 인종 주의자들의 오랜 주장이있었습니다.	전 지속적 인 숀 가격은 2012 년에 총기율을 위해 자루되었다. 7 명의 임원이 언론인들이 불법적으로 모니터링되었고 계급 내에서 인종 주의자들의 오랜 주장이있었습니다.	0.0
388	"업무 관행은 최근에 봉사자와 신체 복장 카메라를 공유 해야하는 임원들과 함께 ""상상할 수있는 것처럼 비효율적 인""비효율적 인 것처럼 앙변 조사관에 의해 최근에 기술되었습니다."	"업무 관행은 최근에 봉사자와 신체 복장 카메라를 공유 해야하는 임원들과 함께 ""상상할 수있는 것처럼 비효율적 인""비효율적 인 것처럼 앙변 조사관에 의해 최근에 기술되었습니다."	0.0
389	"Fil Gormley의 HM Inspector는 지난 2 년 동안 ""중요한""열화가있는 ""실패한 힘""이라고 밝혔다."	"Fil Gormley의 HM Inspector는 지난 2 년 동안 ""중요한""열화가있는 ""실패한 힘""이라고 밝혔다."	0.0
390	"티셔스 밸리 시장 벤 주산은 ""마침내 공식 검증""이었던 ""마침내 공식 검증""이라는 ""마침내 공식 검증""이라는 ""최악의 연구 결과""라고 묘사되었으며 본국 사무실은 지금 개입해야했습니다."	"티셔스 밸리 시장 벤 주산은 ""마침내 공식 검증""이었던 ""마침내 공식 검증""이라는 ""마침내 공식 검증""이라는 ""최악의 연구 결과""라고 묘사되었으며 본국 사무실은 지금 개입해야했습니다."	0.0
391	"그는 ""더 이상 분쟁이 아닙니다."	"그는 ""더 이상 분쟁이 아닙니다."	0.0
392	이 보고서에서 흑백으로 설명 된 사실입니다.	"이 보고서에서 흑백으로 설명 된 사실입니다. """	0.1429
393	"""이 발견은 내가 읽은 가장 비참하고 충격적인 것들 중 일부입니다."""	"""이 발견은 내가 읽은 가장 비참하고 충격적인 것들 중 일부입니다."""	0.0
394	클리블랜드는 HMICFRS 검사원이 최근에 검사 한 세대 중 하나이며 모든 분야에서 불충분 한 유일한 평가 된 세력 중 하나입니다.	클리블랜드는 HMICFRS 검사원이 최근에 검사 한 세대 중 하나이며 모든 분야에서 불충분 한 유일한 평가 된 세력 중 하나입니다.	0.0
395	"Gormley는 ""력은 범죄 예방에 적절하게 우선 순위를 부여하지 않습니다."	"Gormley는 ""력은 범죄 예방에 적절하게 우선 순위를 부여하지 않습니다."	0.0
396	전략적 방향이 부족하고, 힘은 예방 작업에 충분한 자원을 할당하지 않습니다 ...	전략적 방향이 부족하고, 힘은 예방 작업에 충분한 자원을 할당하지 않습니다 ...	0.0
397	그것은 아이들을 포함하여 취약한 사람들에게 적절하게 대응하지 못하고 있습니다.	그것은 아이들을 포함하여 취약한 사람들에게 적절하게 대응하지 못하고 있습니다.	0.0
398	"그것은 그들을 보호하고 그들을 위험에 빠뜨릴 수있는 기회가 없습니다. """	"그것은 그들을 보호하고 그들을 위험에 빠뜨릴 수있는 기회가 없습니다. """	0.0
399	"그는 고위 지도자들이 일관되게 ""윤리적 행동""을 보여주지 않으며, ""클리블랜드 내의 고위 지도자들의 수석 지도자들의 부적절한 행동이 힘의 효율성과 효율성에 영향을 미치는 것이 너무 심오합니다."""	"그는 고위 지도자들이 일관되게 ""윤리적 행동""을 보여주지 않으며, ""클리블랜드 내의 고위 지도자들의 수석 지도자들의 부적절한 행동이 힘의 효율성과 효율성에 영향을 미치는 것이 너무 심오합니다."""	0.0
400	"그는 ""공정성과 존경심으로 인력을 지속적으로 취급하지 않으며 효과적으로 인력과 의사 소통을하지 않거나 노동력에 참여하지 않습니다. 그 과정은 공정한 것으로 인식되지 않으며 지원을 충분히 잘 이해하지 못합니다. 그들."""	"그는 ""공정성과 존경심으로 인력을 지속적으로 취급하지 않으며 효과적으로 인력과 의사 소통을하지 않거나 노동력에 참여하지 않습니다. 그 과정은 공정한 것으로 인식되지 않으며 지원을 충분히 잘 이해하지 못합니다. 그들."""	0.0
401	연구 결과에도 불구하고, 힘은 심각하고 조직 된 범죄를 다루는 방식에 대해 적은 양의 칭찬을 받았지만 범죄를 조사하는 방식을 개선해야한다고 들었습니다.	연구 결과에도 불구하고, 힘은 심각하고 조직 된 범죄를 다루는 방식에 대해 적은 양의 칭찬을 받았지만 범죄를 조사하는 방식을 개선해야한다고 들었습니다.	0.0
402	"힘의 경찰과 범죄위원회 배리 콥이스 (Barry Coppinger)는 다음과 같이 말했습니다. ""나는이 보고서의 걱정 내용에 깊이 걱정하고 있습니다."	"포스의 경찰과 범죄위원회 Barry Coppinger : ""나는이 보고서의 걱정 내용에 깊이 걱정하고있다""고 말했다."	0.7692
403	"""힘의 최근 성과는 단순히 충분하지 않습니다."""	"""힘의 최근 성과는 단순히 충분하지 않습니다."""	0.0
404	"그는 그가 실패를 알게되면 ""신속한 행동""이 실패를 알게되면 곧 ""신속한 행동""이 찍은 현재의 Contable Richard Lewis에서 보증을 받았다고 말했다."	"그는 그가 실패를 알게되면 ""신속한 행동""이 실패를 알게되면 곧 ""신속한 행동""이 찍은 현재의 Contable Richard Lewis에서 보증을 받았다고 말했다."	0.0
405	Coppinger는 본사가 56 일 이내에 보고서에 응답하기 위해 홈 오피스가 주문했습니다.	Coppinger는 본사가 56 일 이내에 보고서에 응답하기 위해 홈 오피스가 주문했습니다.	0.0
406	"루이스 (Lewis)는이 보고서가 ""모래의 라인으로 행동 할 것""이라고 말했습니다. ""개선 사항은 이미 이루어졌으며 분명히 필요로하는 변화를 통해 운전할 책임이 있습니다."	"루이스 (Lewis)는이 보고서가 ""모래의 라인으로 행동 할 것""이라고 말했습니다. ""개선 사항은 이미 이루어졌으며 분명히 필요로하는 변화를 통해 운전할 책임이 있습니다."	0.0
407	"5 개월 동안 저는 여기에 있었고, 모든 수준에서 뛰어난 경찰과 직원을 모두 만났고, 전선 장교의 노력과 결정에 의해 보호되고 취약한 사람들을 구원 받고 취약한 사람들을 보았습니다. """	"5 개월 동안 저는 여기에 있었고, 모든 수준에서 뛰어난 경찰과 직원을 모두 만났고, 전선 장교의 노력과 결정에 의해 보호되고 취약한 사람들을 구원 받고 취약한 사람들을 보았습니다. """	0.0
408	급격한 개선이 충분히 빠르게되지 ​​않으면, 감옥이 실패 할 때까지 정부가 들어갈 수 있습니다.	급격한 개선이 충분히 빠르게되지 ​​않으면, 감옥이 실패 할 때까지 정부가 들어갈 수 있습니다.	0.0
409	그러나 지금까지 정치인들은 경찰과 함께이 법안에 의지하지 않아도 결코 경찰관이 말했다.	그러나 지금까지 정치인들은 경찰과 함께이 법안에 의지하지 않아도 결코 경찰관이 말했다.	0.0
410	"범죄, 정책 및 화재 장관,이 실패를 해결 하고이 실패를 해결할 수있는 신속한 행동을 환영하고 ""투명성과 책임 성이 정책에 대한 대중의 신뢰를 위해 필수적이라는 것을 환영합니다."	"범죄, 정책 및 화재 장관,이 실패를 해결할 수있는 신속한 조치를 취하고 ""투명성과 책임 성이 정책에 대한 대중의 신뢰를 위해 필수적이라는 것을 환영합니다.""라고 말했다."	0.3043
411	내 아내의 이름을 점수로 사용하지 마십시오. MP 조 Cox의 남편은 말합니다.	내 아내의 이름을 점수로 사용하지 마십시오. MP 조 Cox의 남편은 말합니다.	0.0
412	Jo Cox의 남편은 지난 밤에 Jeremy Corbyn 이후의 정치적 점수를 획득하는 데 사용해서는 안된다고 말했다.	Jo Cox의 남편은 지난 밤에 Jeremy Corbyn 이후의 정치적 점수를 획득하는 데 사용해서는 안된다고 말했다.	0.0
413	"노동 리더의 영화는 Cox 부인의 클립과 그녀의 죽음 이후에 보유한 Vigil, ""Boris Johnson은 우리 거리에서 폭력에 대해 신경 쓰지 않는다."""	"노동 리더의 영화는 Cox 부인의 클립과 그녀의 죽음 이후에 보유한 Vigil, ""Boris Johnson은 우리 거리에서 폭력에 대해 신경 쓰지 않는다."""	0.0
414	"비평가들은 Corbyn 씨가 ""싸구려 정치적 포인트""를 점수로 사용하는 동안 그녀의 남편 브렌다 콕스 (Brendan Cox)가 ""틀린 언어""가 ""간단한 당의 정치적 문제""라고 추론하는 것이 ""틀린""이라고 말했다."	"비평가들은 Corbyn 씨가 ""싸구려 정치적 포인트""를 점수로 사용하는 동안 그녀의 남편 브렌다 콕스 (Brendan Cox)가 ""틀린 언어""가 ""간단한 당의 정치적 문제""라고 추론하는 것이 ""틀린""이라고 말했다."	0.0
415	"콕스 씨는 ""Jeremy는 JO를 존중하는 가장 좋은 방법이 증오와 부서를 물리 치는 것입니다."	"콕스 씨는 ""Jeremy는 JO를 존중하는 가장 좋은 방법이 증오와 부서를 물리 치는 것입니다."	0.0
416	그는 또한 바로 PM에 특별한 책임이 있습니다.	"그는 또한 PM에 특별한 책임이 있습니다. """	0.2857
417	"""그러나 그는 간단한 정치적 문제라고 추론하는 것이 잘못되었습니다."	"""그러나 그는 간단한 정치적 문제라고 추론하는 것이 잘못되었습니다."	0.0
418	"조는 열정적으로 노동 이었지만 어떤 것들은 당분간 정치를 초월해야합니다. """	"조는 열정적으로 노동 이었지만 어떤 것들은 당분간 정치를 초월해야합니다. """	0.0
419	"그는 또한 Jo Cox의 이름이 캡션을 가진 ""정치적 점수 지점 이상""이라고 말했던 게시물을 공유했습니다. 이것은 ""이것은 이것을 감사합니다."""	"그는 또한 Jo Cox의 이름이 캡션을 가진 ""정치적 점수 지점 이상""이라고 말했던 게시물을 공유했습니다. 이것은 ""이것은 이것을 감사합니다."""	0.0
420	Corbyn 씨는 그의 비디오를 위해 그의 비디오를 위해 그의 동영상에 대한 백래시에 직면 해 있었는데, 서쪽 요크셔 선거구에서 3 년 전에 cox의 살인 사건에 대해 이야기하고 있습니다.	Corbyn 씨는 그의 비디오를 위해 그의 비디오를 위해 그의 동영상에 대한 백래시에 직면 해 있었는데, 서쪽 요크셔 선거구에서 3 년 전에 cox의 살인 사건에 대해 이야기하고 있습니다.	0.0
421	"Cox 부인, Johnson 및 여성 MPS의 클립을 말하면서 Corbyn은 ""이 말은이 말을 폭력을 촉진하고 실질적인 결과를 가져올 수 있습니다."	"Cox 부인, Johnson 및 여성 MPS의 클립을 말하면서 Corbyn은 ""이 말은이 말을 폭력을 촉진하고 실질적인 결과를 가져올 수 있습니다."	0.0
422	그는 부서를 원한다.	그는 부서를 원한다.	0.0
423	"분명히, 그는 우리 거리에서 폭력에 대해 상관하지 않습니다. """	"분명히, 그는 우리 거리에서 폭력에 대해 상관하지 않습니다. """	0.0
424	그는 존슨 (Johnson)을 비판하고 노동 정부를 요구합니다.	그는 존슨 (Johnson)을 비판하고 노동 정부를 요구합니다.	0.0
425	"Corbyn은 ""많은 사람들이 맨 오른쪽에서 반복되는 언어 인 Boris Johnson이 사용하는 언어에 대해 깊이 우려하고 있습니다."	"Corbyn은 ""많은 사람들이 맨 오른쪽에서 반복되는 언어 인 Boris Johnson이 사용하는 언어에 대해 깊이 우려하고 있습니다."	0.0
426	여자 MP가 그와 함께 제기되었을 때, 죽음의 위협에 직면 한 그는 거만하게 그들을 해산 시켰습니다.	여자 MP가 그와 함께 제기되었을 때, 죽음의 위협에 직면 한 그는 거만하게 그들을 해산 시켰습니다.	0.0
427	"불명예스럽지 않은 것은 아무것도 없었다. """	"불명예스럽지 않은 것은 아무것도 없었다. """	0.0
428	"이전 노동 MP John Woodcock은 비디오를 공유하고 말했다 : ""당신은 정말로 닥칠 수 있습니다. 역겨운."""	"이전 노동 MP John Woodcock은 비디오를 공유하고 말했다 : ""당신은 정말로 닥칠 수 있습니다. 역겨운."""	0.0
429	한편 Nadhim Zahawi는 이렇게 말했습니다. 그녀의 가족이 특별히 이런 식으로 사용하지 않기를 바란다면 이런 식으로 Jo Cox를 사용하는 것은 매우 잘못되었습니다.	한편 Nadhim Zahawi는 이렇게 말했습니다. 그녀의 가족이 특별히 이런 식으로 사용하지 않기를 바란다면 이런 식으로 Jo Cox를 사용하는 것은 매우 잘못되었습니다.	0.0
430	정치에서 벗어나기 위해서.	"정치에서 벗어나기 위해서. """	0.25
431	"""온스를 착용 한 jeremy corbyn의 온스를 가지고 있다면이 비디오를 아래로 가져갈 것입니다."""	"""온스를 착용 한 jeremy corbyn의 온스를 가지고 있다면이 비디오를 아래로 가져갈 것입니다."""	0.0
432	"이번 주에 Johnson Mr가 Cox를 존중하는 ""가장 좋은 방법""은 ""Brexit Done""을 얻는 것이라고 말했던 이번 주에 의회에서 언어를 뒤 따른다."	"이번 주에 Johnson Mr가 Cox를 존중하는 ""가장 좋은 방법""은 ""Brexit Done""을 얻는 것이라고 말했던 이번 주에 의회에서 언어를 뒤 따른다."	0.0
433	"그녀의 여동생은 ""Jo 's 아이들에게 도움이되지 않는다""는 말을하는 극단적 인 언어로 전화를 걸었다."	"그녀의 여동생은 ""Jo 's 아이들에게 도움이되지 않는다""는 말을하는 극단적 인 언어로 전화를 걸었다."	0.0
434	"그녀는 ITV를 말했습니다 : ""나를 위해 나와서 Boris Johnson에 대해 터무니없는 것들을 말하기 위해 - 나는 그게 전방을 앞으로 나아갈 수있는 방법이라고 생각하지 않습니다."	"그녀는 ITV를 말했습니다 : ""나를 위해 나와서 Boris Johnson에 대해 터무니없는 것들을 말하기 위해 - 나는 그게 전방을 앞으로 나아갈 수있는 방법이라고 생각하지 않습니다."	0.0
435	"나는 내가 옳고서 내가 생각하는 것을 말할 수는 있지만, 측정 된 방식으로 그 일을하려고 할 것입니다. """	"나는 내가 옳고서 내가 생각하는 것을 말할 수는 있지만, 측정 된 방식으로 그 일을하려고 할 것입니다. """	0.0
436	노동 MP의 딸 yvette 쿠퍼는 어제 사람들이 정치인들에 대해 말하는 방식 때문에 어머니의 삶을 끊임없이 두려워한다고 말하기 위해 어제 말했습니다.	노동 MP의 딸 yvette 쿠퍼는 어제 사람들이 정치인들에 대해 말하는 방식 때문에 어머니의 삶을 끊임없이 두려워한다고 말하기 위해 어제 말했습니다.	0.0
